,opinion,año,mes,retroalimentacion
531,トランジットに使わせていただきました。とてもゆったりとできて時差ぼけ対策となりました。 古い格式のあるホテルですが清潔感と明るさがありとても素晴らしいホテルです。 日本人としてはシャワーだけでバスタブが無かったのはやや寂しかったけれどシャワーやアミニティは最高でした。,2019,6,1
532,スタッフの方の対応が素晴らしかったです！,2019,6,1
533,"Friendly and caring staff, especially Jorge, Victor and Santiago who went beyond their duties.",2019,6,1
534,Sin reseña,2019,6,1
535,Sin reseña,2019,6,1
536,Sin reseña,2019,6,1
537,Great location - easy walking distance to explore. The hotel is beautiful and the ceiling is amazing!,2019,6,1
538,Ambiente lindo e pessoas adoráveis.,2019,6,1
539,Sin reseña,2019,6,1
540,Friendly and very professional staff. Elegant and well maintained property.,2019,6,1
541,トランジットに使わせていただきました。とてもゆったりとできて時差ぼけ対策となりました。 古い格式のあるホテルですが清潔感と明るさがありとても素晴らしいホテルです。 日本人としてはシャワーだけでバスタブが無かったのはやや寂しかったけれどシャワーやアミニティは最高でした。,2019,6,1
542,スタッフの方の対応が素晴らしかったです！,2019,6,1
543,"Friendly and caring staff, especially Jorge, Victor and Santiago who went beyond their duties.",2019,6,1
544,Sin reseña,2019,6,1
545,Sin reseña,2019,6,1
546,Sin reseña,2019,6,1
547,Great location - easy walking distance to explore. The hotel is beautiful and the ceiling is amazing!,2019,6,1
548,Ambiente lindo e pessoas adoráveis.,2019,6,1
549,Sin reseña,2019,6,1
550,We absolutely loved the hotel and the hospitality.,2019,6,1
551,Sin reseña,2019,6,1
552,"Excellent location, amazing interior. 5 stars. But check in time was 3:00 pm , not a minute earlier. We’ve lost half day waiting for our room. They did not accept 15% for dining and drinks, advertised by Hotels.com. Not big expenses, but still disappointed. Roof top bar has nice view, but drinks wasn’t so great. Look like non-alcoholic. After 3-4 drinks you are completely sober. Just order tequila or beer if you go to roof top.",2019,6,1
553,"The location is really nice and close to sightseeing activities however a room with a view or overlooking the square will have alot of noise. Usually the noise (music or protesters on loudspeakers) doesn't die down until 2-3am. Thankfully we had earplugs and just went with it instead of trying to change out rooms. On the positive side, service was wonderful and the rooms were spacious. We enjoyed the Terrazza lounge and restaurants alot with the amazing views. The area is safe with a heavy police presence. I would stay here again however I would request a quieter room location.",2019,6,1
554,真的是很有心的奢华酒店服务。有管家 刚进门会送香槟 还有一台手动的非常古老的电梯 整体感觉非常棒,2019,6,1
555,Sin reseña,2019,5,1
556,The building was beautiful and the staff were very attentive.,2019,5,1
557,Sin reseña,2019,5,1
558,Excellent location. It can be noisy because of it.,2019,5,1
559,Sin reseña,2019,5,1
560,We absolutely loved the hotel and the hospitality.,2019,6,1
561,Sin reseña,2019,6,1
562,"Excellent location, amazing interior. 5 stars. But check in time was 3:00 pm , not a minute earlier. We’ve lost half day waiting for our room. They did not accept 15% for dining and drinks, advertised by Hotels.com. Not big expenses, but still disappointed. Roof top bar has nice view, but drinks wasn’t so great. Look like non-alcoholic. After 3-4 drinks you are completely sober. Just order tequila or beer if you go to roof top.",2019,6,1
563,"The location is really nice and close to sightseeing activities however a room with a view or overlooking the square will have alot of noise. Usually the noise (music or protesters on loudspeakers) doesn't die down until 2-3am. Thankfully we had earplugs and just went with it instead of trying to change out rooms. On the positive side, service was wonderful and the rooms were spacious. We enjoyed the Terrazza lounge and restaurants alot with the amazing views. The area is safe with a heavy police presence. I would stay here again however I would request a quieter room location.",2019,6,1
564,真的是很有心的奢华酒店服务。有管家 刚进门会送香槟 还有一台手动的非常古老的电梯 整体感觉非常棒,2019,6,1
565,Sin reseña,2019,5,1
566,The building was beautiful and the staff were very attentive.,2019,5,1
567,Sin reseña,2019,5,1
568,Excellent location. It can be noisy because of it.,2019,5,1
569,Sin reseña,2019,5,1
570,"This is truly a ""gran"" hotel in the heart of Mexico City. The hotel is beautiful and the staff is exceptional. The room (we had a king suite) was worth the money (very reasonable by US standards and much less than you'd pay for a comparable suite in any other world capital). The restaurants in the hotel are good. The breakfast buffet is a good deal, but gets a bit repetitive, and the bar has amazing views. The Terraza restaurant has great views, but is only okay for it's high prices. The only criticism I have is that the center of life in Mexico City has moved away from the Zocalo, so we had to get creative in our search for restaurants after a few days. But the Madero is only a few blocks away and the Zocalo has a subway stop. Overall, I highly recommend the Gran Hotel!",2019,5,1
571,Love the whole experience! Everything was great!,2019,5,1
572,"The hotel has a very elegant and rich setting, staff are friendly and helpful and price is reasonable.",2019,5,1
573,チェックイン時から笑顔で丁寧な対応でまずはウェルカムドリンクとしてシャンパンを頂き、部屋もアップグレードして頂きました。ソカロが綺麗に見える102号室で部屋も広々としており、古さを全く感じさせない素敵なお部屋でした。ソカロに面しているものの、騒々しさはなく、ホテル内もとても静かで大人のホテルという印象を持ちました。 ロビーも美しく、天井のステンドグラスは優雅さも醸し出して、素敵な空間となっています。ドアにはベルボーイも待機しており、宿泊客以外は入りにくい雰囲気となっているので、落ち着いていて良かったです。周辺はお店もレストランもコンビニもあり、とても快適ですし、観光にもとても便利です。徒歩圏内沢山の見どころがあり、街歩きの楽しいホテルでした。またメキシコシティーを訪れる際は、必ずホテルに泊まろうと思いました。,2019,5,1
574,It’s beautiful However I think that a chair lift would help with help people with disabilities get up the stairs,2019,5,1
575,"Just spent a week at the Gran Hotel in a room facing the Zocalo, and thought it was fantastic. There are the obvious benefits of an A+ location and beautiful historic building. When you first arrive, the bellman will take you up in one of the vintage elevators and tell you about the hotel's history. (There's a set of modern elevators for regular use.) I was especially impressed with the welcoming and helpful staff. As someone who doesn't speak Spanish, I was grateful for a front desk staff who were fluent in English. My room was large and comfortable, and had blackout curtains that kept most light out. A nice touch was plenty of free bottled water and apples on the table right outside my door. A few notes: -There's a flight of stairs up from the street to the lobby. A doorman helps with bags. -The windows are double-pane and effective, but don't block all noise. And there's always something happening in the square. Protests, marches, performances, etc. Also, the twice-daily ceremony of soldiers marching out with music to raise the flag at 8 and lower it at 6. During the day, buskers perform below the rooms facing the side street. Taking it all in added to my experience. But if you need absolute silence, this isn't it. -The general location isn't ideal for Ubering to other parts of the city. Rides are cheap -- usually $4 to $6 to Polanco or Roma. But getting in and out of the narrow, one-way streets of the Centro can add a fair bit of time to the journey.",2019,5,1
576,It was brilliant !! The staff really go out of their way to help u out and this wonderful hotel has an unparalleled old world charm.,2019,5,1
577,Sin reseña,2019,5,1
578,Where should i start. The hotel's history alone holds its own weight. First elevator ever installed in Mexico! The panoramic glass cathedral ceiling which easily resembles anything in Europe is a masterpiece. I'm a New Yorker who recently moved to Socal. I've also lived in Europe on & off. This hotel can rival any place I've been to. Most importantly the staff. I had issues that they did not hesitate to fix at all. No questions asked. Highly recommended to any American or European tourists looking for a great hotel. PS The Terrace restaurant has the best views i. Tje city,2019,5,1
579,"The hotel is unique and Beautiful. The stuff is amazing! Gabriela, Cynthia, Jose Luis, Enrique, Victor and all the stuff made our vacation unforgettable one! The room was amazing, the meals on the terrace are very good. If you are sensitive to noise, it’s not the best place for you, since the Gran Hotel is located on the Zocalo Central, and all day you here the street, music, drums etc. But for us it was great.",2019,5,1
580,"This is truly a ""gran"" hotel in the heart of Mexico City. The hotel is beautiful and the staff is exceptional. The room (we had a king suite) was worth the money (very reasonable by US standards and much less than you'd pay for a comparable suite in any other world capital). The restaurants in the hotel are good. The breakfast buffet is a good deal, but gets a bit repetitive, and the bar has amazing views. The Terraza restaurant has great views, but is only okay for it's high prices. The only criticism I have is that the center of life in Mexico City has moved away from the Zocalo, so we had to get creative in our search for restaurants after a few days. But the Madero is only a few blocks away and the Zocalo has a subway stop. Overall, I highly recommend the Gran Hotel!",2019,5,1
581,Love the whole experience! Everything was great!,2019,5,1
582,"The hotel has a very elegant and rich setting, staff are friendly and helpful and price is reasonable.",2019,5,1
583,チェックイン時から笑顔で丁寧な対応でまずはウェルカムドリンクとしてシャンパンを頂き、部屋もアップグレードして頂きました。ソカロが綺麗に見える102号室で部屋も広々としており、古さを全く感じさせない素敵なお部屋でした。ソカロに面しているものの、騒々しさはなく、ホテル内もとても静かで大人のホテルという印象を持ちました。 ロビーも美しく、天井のステンドグラスは優雅さも醸し出して、素敵な空間となっています。ドアにはベルボーイも待機しており、宿泊客以外は入りにくい雰囲気となっているので、落ち着いていて良かったです。周辺はお店もレストランもコンビニもあり、とても快適ですし、観光にもとても便利です。徒歩圏内沢山の見どころがあり、街歩きの楽しいホテルでした。またメキシコシティーを訪れる際は、必ずホテルに泊まろうと思いました。,2019,5,1
584,It’s beautiful However I think that a chair lift would help with help people with disabilities get up the stairs,2019,5,1
585,"Just spent a week at the Gran Hotel in a room facing the Zocalo, and thought it was fantastic. There are the obvious benefits of an A+ location and beautiful historic building. When you first arrive, the bellman will take you up in one of the vintage elevators and tell you about the hotel's history. (There's a set of modern elevators for regular use.) I was especially impressed with the welcoming and helpful staff. As someone who doesn't speak Spanish, I was grateful for a front desk staff who were fluent in English. My room was large and comfortable, and had blackout curtains that kept most light out. A nice touch was plenty of free bottled water and apples on the table right outside my door. A few notes: -There's a flight of stairs up from the street to the lobby. A doorman helps with bags. -The windows are double-pane and effective, but don't block all noise. And there's always something happening in the square. Protests, marches, performances, etc. Also, the twice-daily ceremony of soldiers marching out with music to raise the flag at 8 and lower it at 6. During the day, buskers perform below the rooms facing the side street. Taking it all in added to my experience. But if you need absolute silence, this isn't it. -The general location isn't ideal for Ubering to other parts of the city. Rides are cheap -- usually $4 to $6 to Polanco or Roma. But getting in and out of the narrow, one-way streets of the Centro can add a fair bit of time to the journey.",2019,5,1
586,It was brilliant !! The staff really go out of their way to help u out and this wonderful hotel has an unparalleled old world charm.,2019,5,1
587,Sin reseña,2019,5,1
588,Where should i start. The hotel's history alone holds its own weight. First elevator ever installed in Mexico! The panoramic glass cathedral ceiling which easily resembles anything in Europe is a masterpiece. I'm a New Yorker who recently moved to Socal. I've also lived in Europe on & off. This hotel can rival any place I've been to. Most importantly the staff. I had issues that they did not hesitate to fix at all. No questions asked. Highly recommended to any American or European tourists looking for a great hotel. PS The Terrace restaurant has the best views i. Tje city,2019,5,1
589,"The hotel is unique and Beautiful. The stuff is amazing! Gabriela, Cynthia, Jose Luis, Enrique, Victor and all the stuff made our vacation unforgettable one! The room was amazing, the meals on the terrace are very good. If you are sensitive to noise, it’s not the best place for you, since the Gran Hotel is located on the Zocalo Central, and all day you here the street, music, drums etc. But for us it was great.",2019,5,1
590,Excellent service by all staff. Not crazy about the buffet only options at the restaurants. Would like to have the option of not having much to eat and still enjoy the views.,2019,4,1
591,"The Tiffany ceiling, the quaint uniforms of the staff and the courtesy of the Doorman named Salvatore.",2019,4,1
592,Staying at the Gran Hotel was a wonderful experience. The hotel itself is gorgeous with that incredible stained glass ceiling and French ironwork. We were greeted with a glass of champagne and a brief history of the hotel. The service was outstanding and our view of the Zócalo incredible! We will definitely stay here the next time we are in Mexico City!,2019,4,1
593,Absolutely beautiful unique hotel. Impeccable service. Terrific view of zocalo,2019,4,1
594,Sin reseña,2019,4,1
595,"Mir hat besonders gut die Terrasse gefallen, auf der am Wochenende Brunch serviert wurde, man aber auch abends für ein paar Drinks oder zum Essen hingehen konnte. Das Hotel liegt super und das Personal ist sehr bemüht und bietet einen guten Service.",2019,4,1
596,"Perfectly wonderful hotel situated in an ideal CDMX location. Excellent service, sunny clean and very comfortable room. Very nice roof top restaurant and bar with an impressive view of 500 years of Mexican history at our feet. Unless we have a good reason this will be our CDMX hotel of choice going forward.",2019,4,1
597,Sin reseña,2019,4,1
598,Sin reseña,2019,4,1
599,Sin reseña,2019,4,1
600,Sin reseña,2019,4,1
601,Sin reseña,2019,4,1
602,"great service, great location, great value",2019,4,1
603,Sin reseña,2019,4,1
604,"Great building and location. Lots history. Room are super spacious, but facility seems a bit old although still usable. Highly recommend for city tour lover.",2019,4,1
605,Friendly and ever pleasing staff. Location. Magnificent rooms.,2019,4,1
606,"Fabulous location on the main square (Zocalo). Interesting to watch all the happenings from the amazing view from our window: ceremonial flag raisings, daily protests, etc. Street life",2019,4,1
607,"The property is located in the heart of Old Mexico city. It is very close to all the major tourist sites. Rooms were large, quiet and beautiful. The only problem was the shower which it did not drain easily. The staff are incredibly friendly and eager to help.",2019,4,1
608,"Outstanding location, beautiful inside. Room was pretty, but small. Very helpful staff, for the most part. Had an unpleasant experience with a waiter in the hotel restaurant, but otherwise an excellent stay.",2019,4,1
609,"We had a great stay at this hotel. All the staff were fantastic, great service. The interior of the hotel is incredible and the location of the hotel is great. We would definitely stay here again in the future.",2019,4,1
610,Sin reseña,2019,4,1
611,We enjoyed our stay very much and plan on booking this hotel again.,2019,4,1
612,"Great place, super comfortable and nice, great location",2019,4,1
613,Sin reseña,2019,4,1
614,Majestic building in the heart of the Zocalo. Walking distance to the walking street. Great rooms and amazingly friendly and accomodating staff.,2019,4,1
615,Sin reseña,2019,4,1
616,"This was our first visit to Mexico City and we had a fascinating time. The hotel is beautiful and in a wonderful location. Close to several historical sites, great restaurants, including bakery and street food. There is money changers, pharmacy and stores nearby. Despite being in the center of everything, the hotel is quiet for sleeping. Transportation is easy by Uber and taxis.",2019,3,1
617,Sin reseña,2019,3,1
618,"Wow. What an experience ! From the first greeting at the door. We were escorted to the front desk while getting a quick history description of the property. Reception gteeted us with two glasses of champagne and was even able to accomodate us a bit early. Every staff memeber i encountered was professional in their own way. Rich and history and truly beautiful architecture. i won't reveal too much , as you need to see for yourself. Our room faced the street with a tiny balcony. Able to watch Zocalo street life. Room was just spacious enough , comfortable and very very quiet .Ordered room service for breakfast - impeccable ! We have stayed at many Zocalo Historic Center properties , however this one has earned my only true 5 star rating.. Well done !!!",2019,3,1
619,Location was excellent! Right in the centre of the Historic Mexico City. Fantastic!,2019,3,1
620,It is a fa bulous old building steeped with history. The staff are very proud of their work there and are extremely courteous to guests. We also received VIP treatment and appreciated it very much. As well the location is central and made sightseeing very easy.,2019,3,1
621,"The hotel has so much history and it was really nice that all staff was able to share facts and information about it, they share their pride working in such beautiful place. Place is old but is kept in excellent condition. The hotel is right next to el Zocalo which is another landmark with so much history. The only recommendation is to improve sound proof walls and windows, being right next to such a busy area you can hear a lot noise and could be bothersome when you are sleeping.",2019,3,1
622,Sin reseña,2019,3,1
623,Sin reseña,2019,3,1
624,The review of all the conveniences in the room from the desk personnel.,2019,3,1
625,Sin reseña,2019,3,1
626,"Ein tolles Hotel mit einzigartigem Charm. Das Hotel befindet sich mitten in der Altstadt von Mexiko City. Die Dachkuppel ist ein traumhaftes Mosaik. . Die Zimmer sind groß und haben alles was man sich von einem City Hotel wünscht. Am Empfang waren Cynthia, Jorge und Jose Luis sehr hilfsbereit und freundlich. Ich komme sehr gerne wieder in das Hotel. Zu empfehlen ist die Dachterrasse. Am Wochenende gibt es dort Frühstück an den Abenden ein tolles Essen mit Blick auf den Platz.",2019,3,1
627,gorgeous hotel great staff,2019,3,1
628,"Beautiful architecture, very nice rooms and very helpful and polite staff. Only problem was the political speech starting at 5am in the zocalo, lasting for nearly 2 hours. I know this is beyond the control of the hotel, but this sort of behavior from politicians at that hour of the day is a disgrace, and if this continues, then this hotel and others will suffer loss of business. Blackout curtains are not very effective.",2019,3,1
629,Sin reseña,2019,3,1
630,It is a fa bulous old building steeped with history. The staff are very proud of their work there and are extremely courteous to guests. We also received VIP treatment and appreciated it very much. As well the location is central and made sightseeing very easy.,2019,3,1
631,"The hotel has so much history and it was really nice that all staff was able to share facts and information about it, they share their pride working in such beautiful place. Place is old but is kept in excellent condition. The hotel is right next to el Zocalo which is another landmark with so much history. The only recommendation is to improve sound proof walls and windows, being right next to such a busy area you can hear a lot noise and could be bothersome when you are sleeping.",2019,3,1
632,Sin reseña,2019,3,1
633,Sin reseña,2019,3,1
634,The review of all the conveniences in the room from the desk personnel.,2019,3,1
635,Sin reseña,2019,3,1
636,"Ein tolles Hotel mit einzigartigem Charm. Das Hotel befindet sich mitten in der Altstadt von Mexiko City. Die Dachkuppel ist ein traumhaftes Mosaik. . Die Zimmer sind groß und haben alles was man sich von einem City Hotel wünscht. Am Empfang waren Cynthia, Jorge und Jose Luis sehr hilfsbereit und freundlich. Ich komme sehr gerne wieder in das Hotel. Zu empfehlen ist die Dachterrasse. Am Wochenende gibt es dort Frühstück an den Abenden ein tolles Essen mit Blick auf den Platz.",2019,3,1
637,gorgeous hotel great staff,2019,3,1
638,"Beautiful architecture, very nice rooms and very helpful and polite staff. Only problem was the political speech starting at 5am in the zocalo, lasting for nearly 2 hours. I know this is beyond the control of the hotel, but this sort of behavior from politicians at that hour of the day is a disgrace, and if this continues, then this hotel and others will suffer loss of business. Blackout curtains are not very effective.",2019,3,1
639,Sin reseña,2019,3,1
640,This hotel was very unique because first the restaurant upstairs with the view of mexico city was beautiful and the food was breath taking. One other thing that caught my eye was the vintage theme,2019,3,1
641,Beautiful lobby. Excellent concierge service. Doorman always smiling.,2019,3,1
642,Historic building in excellent location. Unbelievably quiet considering the location!,2019,2,1
643,"Great hotel, great service. For anyone who needs it, there is parking attached to the hotel (but not officially associated with the hotel). We were upgraded for free since we booked on hotels.com. We would definitely stay there again.",2019,2,1
644,"We are both allergic to carpets and any mold or mildew in the environment. Consequently we experienced challenges sleeping in the rooms. We found everyone very component, friendly and helpful. The rooms were clean, pleasant and the service was excellent at every level. Unfortunately, for us, staying in a ""historical"" building came with environmental risks.",2019,2,1
645,Wonderful one-night stay right off the Zocalo. We would go back!,2019,2,1
646,"Hotel meraviglioso: personale gentilissimi, camera dotata do ogni conforto e estremamente pulita. Suite Master vista Zocalo. Hotel belíssimo! Rapporto excelente prezzo/qualità. È la mia seconda volta in questo grande hotel e ci tornerei altre volte.",2019,2,1
647,The staff were stupendous. They helped us get tickets to events and directions. All around great. The lobby is amazing all stained glass and 4 stories high,2019,2,1
648,シャワーの使い方が分かりづらかった。,2019,2,1
649,The hotel maintainscits sense of old world charm while still maintaining modefn conveniences. Staff were very friendly and helpful.,2019,2,1
650,Beautiful ceiling. Old world charm. However there is also a musty smell and street noise can be quite bothersome.,2019,2,0
651,"The hotel is in a very good location. It’s across from the Zocalo and the National Palace. It’s very close to many sights to see in Mexico City. The location was amazing. The rooms were spacious the beds and pillows were very comfortable. The hotel also has an ATM inside. The staff was exceptional. The hotel has a restaurant on the rooftop overlooking the Zocalo was exceptional. Also you can utilize a company the hotel uses for any driving needs such as pickup and drop off at the airport, going to sites. Drivers were very nice and the cost is reasonable. The value of your money and what you pay for is worth the visit and stay at Gran Ciudad Mexico.",2019,2,1
652,"Great location for a wonderful city to visit. The hotel has friendly staff, comfortable rooms but is probably a 4 star hotel--that's not a criticism but its not a Four Seasons or something of that level. But the atrium is spectacular and we have stayed here twice and will do again.",2019,2,1
653,"Amazing location, beautiful rooms and great service.",2019,2,1
654,"What a fine place to stay! The hotel is beautiful and the location is excellent. There was hardly any noise from the street (a mid-February visit) and the Zocalo is amazing. The staff was excellent--here is a shout-out to Manuel, Jaime, Victor, Javier, and Enrique for making us feel at home in their country.",2019,2,1
655,Sin reseña,2019,2,1
656,This is a very centrally located beautiful hotel in the heart of the historic city. You can watch the flag ceremony daily from the terrace bar / restaurant. We had room with a small terrace out to the pedestrian street and there were opera singers and music daily. The staff is lovely - very helpful and courteous (we had to call them multiple times to open our in-room safe) Water pressure is very good. I would bring your own shampoo. Breakfast buffet has a good variety and is a good value.,2019,2,1
657,Excellent propert. The Terrazas restaurant was fantastic with a fantastic view. Every staff member was friendly and proactively helpful.,2019,2,1
658,Location is perfect for a tourist. Beautiful interior. Staff speaks good English and are very responsive. Rooftop bar view is exquisite. AC in our room was slow to cool. Towels are old and need to be replaced.,2019,2,1
659,"A truly beautiful hotel in a superb location. We loved our stay here. From the moment we arrived and received a glass of champagne at reception to the moment we left, everyone was fantastic. All staff made us feel welcome and were very helpful. We loved our room upgrade and 25% discount in the restaurant. Being on the Zocolo The hotel is perfectly located to see many of the wonderful attractions in Mexico City on foot. Thank you to everyone at the hotel for making our stay so memorable.",2019,2,1
660,Sin reseña,2019,2,1
661,"Most beautiful hotel. Friendly helpful staff, very accommodating with extra touches such as fruit, water, tea and coffee 24/7. Very clesn comfortable rooms, large, spacious beautiful. Cant say enough about how wonderful it was",2019,2,1
662,HIstoric hotel right in the main square loved everything about the stay except our AC did not work so we had to sleep with the windows open,2019,2,1
663,Sin reseña,2019,2,1
664,"Location, Beauty & Safety. This hotel is located in the best spot for tourists. Beautifully decorated 1895 building is near tourists spots and many fine restaurants. The best part is the area within 5 blocks is covered with police 24 hours. I Highly recommend this hotel.",2019,2,1
665,Sin reseña,2019,1,1
666,Walking into the hotel was like stepping back in time. From the stained glass ceiling to the steel elavators everything was first class.,2019,1,1
667,"This is a truly breathtaking hotel (so much so that tourists line up to take pictures in the lobby, which features a full ceiling of Tiffany glass). The hotel is an imamculate time capsule and honestly, the publicity photos don't do it justice. Not only is the hotel lobby stunning, but our room was wonderful as well. Staff was incredibly helpful and prompt, always quick to open doors, carry luggage, send up room service, and even open the safe when we misread the directions. Truly an exceptional stay, and you can't beat the location. Despite being in the center of the historical district, it was also easy to close off our room (thanks to a full wall automatic blackout blind) when we needed a little break from it all. I will certainly stay here again.",2019,1,1
668,Sin reseña,2019,1,1
669,Beautiful historic hotel with impeccable service,2019,1,1
670,Sin reseña,2019,2,1
671,"Most beautiful hotel. Friendly helpful staff, very accommodating with extra touches such as fruit, water, tea and coffee 24/7. Very clesn comfortable rooms, large, spacious beautiful. Cant say enough about how wonderful it was",2019,2,1
672,HIstoric hotel right in the main square loved everything about the stay except our AC did not work so we had to sleep with the windows open,2019,2,1
673,Sin reseña,2019,2,1
674,"Location, Beauty & Safety. This hotel is located in the best spot for tourists. Beautifully decorated 1895 building is near tourists spots and many fine restaurants. The best part is the area within 5 blocks is covered with police 24 hours. I Highly recommend this hotel.",2019,2,1
675,Sin reseña,2019,1,1
676,Walking into the hotel was like stepping back in time. From the stained glass ceiling to the steel elavators everything was first class.,2019,1,1
677,"This is a truly breathtaking hotel (so much so that tourists line up to take pictures in the lobby, which features a full ceiling of Tiffany glass). The hotel is an imamculate time capsule and honestly, the publicity photos don't do it justice. Not only is the hotel lobby stunning, but our room was wonderful as well. Staff was incredibly helpful and prompt, always quick to open doors, carry luggage, send up room service, and even open the safe when we misread the directions. Truly an exceptional stay, and you can't beat the location. Despite being in the center of the historical district, it was also easy to close off our room (thanks to a full wall automatic blackout blind) when we needed a little break from it all. I will certainly stay here again.",2019,1,1
678,Sin reseña,2019,1,1
679,Beautiful historic hotel with impeccable service,2019,1,1
680,Sin reseña,2019,1,1
681,Sin reseña,2019,1,1
682,"We had a wonderful stay at this hotel. The hotel is located in a great location. The hotel itself is absolutely beautiful, with a great rooftop restaurant that provides an amazing view of the Zócalo. The hotel staff were very friendly and helpful.",2019,1,1
683,Beautiful place and very helpful staff they cover all you need and is an historic place that I recommend to everybody visit Mexico City,2019,1,1
684,Sin reseña,2019,1,1
685,"Great hotel with a ton of history, great staff and awesome location! The room service is great although the menu could be expanded a bit. Overall a fine experience.",2019,1,1
686,"Absolutely beautiful. Access can be a little bit of a pain in certain seasons, but it is certainly a great place to stay",2019,1,1
687,Absolutely beautiful property. Very friendly staff. Access is a little complicated at certain hours,2018,12,1
688,"Beautiful hotel and the staff very courteous, helpful throughout the hotel",2018,12,1
689,The hotel is so spacious and has lovely architectural details. It is a lovely example of a bygone era of graciousness.,2018,12,1
690,"I would say the hotel has a lot of History,easy access to stores,restaurants,shops. I would definitely come back.",2018,12,1
691,The hotel is beautiful. However right outside the hotel someone tried to steal my pocketbook and threw olive oil all over me and my husband. It was very threatening to us being Americans.,2018,12,1
692,Jag älskar grand hotel Mexico city. Personalen är super trevligt och rummet är confortabel. Super bra hotel !,2018,12,1
693,Everything and everyone of the employees was perfect as usual. it is a pleasure to visit this place while in Mexico.,2018,12,1
694,Hotel staff it was excellent and very polite and professional,2018,12,1
695,Sin reseña,2018,12,1
696,Excellent hotel! Incredible ceiling! Amazing location.,2018,12,1
697,"bellissimo hotel storico, ottimo la posizione centrale, proprio dentro lo zocalo, uniche pecche, troppo rumoroso e colazione migliorabile. Ottimo il servizio, persone molto ma veramente molto gentili.",2018,12,1
698,Everything was beautiful and the staff was amazing,2018,12,1
699,"Great location, lovely staff and a beautiful building",2018,12,1
700,"I would say the hotel has a lot of History,easy access to stores,restaurants,shops. I would definitely come back.",2018,12,1
701,The hotel is beautiful. However right outside the hotel someone tried to steal my pocketbook and threw olive oil all over me and my husband. It was very threatening to us being Americans.,2018,12,1
702,Jag älskar grand hotel Mexico city. Personalen är super trevligt och rummet är confortabel. Super bra hotel !,2018,12,1
703,Everything and everyone of the employees was perfect as usual. it is a pleasure to visit this place while in Mexico.,2018,12,1
704,Hotel staff it was excellent and very polite and professional,2018,12,1
705,Sin reseña,2018,12,1
706,Excellent hotel! Incredible ceiling! Amazing location.,2018,12,1
707,"bellissimo hotel storico, ottimo la posizione centrale, proprio dentro lo zocalo, uniche pecche, troppo rumoroso e colazione migliorabile. Ottimo il servizio, persone molto ma veramente molto gentili.",2018,12,1
708,Everything was beautiful and the staff was amazing,2018,12,1
709,"Great location, lovely staff and a beautiful building",2018,12,1
710,"Très bel hôtel de classe réhabilité dans un ancien grand magasin avec beaucoup de goût. Du personnel très attentionné. Hôtel magnifiquement situé à quelques mètres de la place centrale, avec des chambres très spacieuses et très confortables, dignes de la classe de l'hôtel. Petit-déjeuner buffet dans le restaurant du RdC de très bonne qualité. Un petit bémol: le hall d'entrée, très beau avec une magnifique verrière, est plutôt froid en raison de l'ouverture quasi permanente de la porte d'entrée qui donne sur la rue et provoque des courants d'air. Mais rien à redire sur le reste.",2018,11,1
711,Truly amazing hotel,2018,11,1
712,"Beautiful Hotel the center of everything very clean, staff helpful and caring.. Restaurant and Bar.. Security on premises 24 hours/. Wonderful and friendly staff.",2018,11,1
713,"It was a great stay at Gran Hotel Cuidad De Mexico. Everything is close by you have restaurants, shopping stores, and historic sites.",2018,11,1
714,Sin reseña,2018,11,1
715,"Our experience at this hotel was outstanding. The staff the best, rooms very clean, amenities very thoughtful to the needs of guests. The location very convenient to all historical sites and to pick up day trips to many points of interest around and outside of Mexico City. We will definitely return to this hotel and are very grateful to the staff for making our week long stay a great experience in Mexico City.",2018,11,1
716,格式あるホテルで設備も充実、フロント、ベルボーイ皆さんとても親切でした。メイン広場に面していて観光にも適してます。,2018,11,1
717,"This is a beautiful hotel. Our room had an amazing view of the Zocalo so we were able to do a lot of people watching. The staff was fluent in English, which is helpful for a person whose Spanish consists of please and thank you. The bed was absolutely the most comfortable bed I have ever slept in in Mexico. The room was extremely clean.",2018,11,1
718,Super friendly hotel staff. Welcome champagne and sweets. Right in the heart of zocalo so lots to see. Buffet breakfast okay. Would definitely stay here again and recommend to others.,2018,11,1
719,"Beautiful Art Nouveau hotel in the heart of Mexico City with stunning views over the Zocalo. The hotel boasts one of the largest Tiffany Glass pieces in the world, all one has to do is look up, it's the entire ceiling of the lobby of the hotel! Our room was comfortable and had fantastic views of the Zocalo (main square of Mexico City). Bathroom was well appointed with every amenity one would need. The hotel is showing a little ware in some parts like the carpeting and wall paper but otherwise a lovely property. We enjoyed dinner twice at the rooftop restaurant Terraza. One evening the service was amazing! We went another night while they had their BBQ and the service was not as good. Better to go during an al a carte evening. The staff was wonderful and made us feel well taken care of and safe. They have round the clock security at the main entrance. There is champagne out in the lobby at all times and was a welcomed refreshment after a long day of walking around and touring. I would stay at the Gran Hotel again when returning to CDMX!",2018,11,1
