,Descripción,Año,Mes,retroalimentacion
530,localización excelente cerca metro Zócalo limpio personal amable total calma,2018,4,1
531,buen lugar conocer gente lugares buena relación precio servicio único falta control externos terraza hace caótico descanso huéspedes limita acceso externos…,2019,4,1
532,Buen servicio general solo calurosas habitaciones,2019,4,1
533,Pese fantástica ubicación sucias salvo guardias seguridad Édgar nadie mostró dispuesto facilitar ayudar huéspedes Cuentan muchas facilidades aprovechan una…,2018,4,0
534,Buen Sitio Servicio malo,2019,4,0
535,Excelente viajeros paso varios días Buena atención seguridad ubicación,2018,4,1
536,contratar seguro atención siempre buena paciencia tratan ayudar todo,2018,4,1
537,comodísimo bien pensado super práctico todas comodidades buenos baños ganchos colgar cosas buen servicio personal,2018,4,1
538,completo servicios necesarios mucha comodidad excelente ubicación,2019,4,1
539,ruidoso diseño edificio patio centro  excelente ubiación precio accesible hospedan van plan relax hacer amigos desayuno sencillo rico,2018,4,1
540,gran lugar hospedarse Cerca centro metro fácil acceso,2018,4,1
541,Increíble lugar maravilloso pasar días  ambiente distinto común gente comida hospedaje bien ,2018,4,1
542,Lugar céntrico metro super cerca puedes movilizar toda ciudad problema,2017,4,1
543,ubicación excelentecerca metro centro calle peatonales etc bien lockers espaciosos desayuno abundante servis gusto deseas opciones cereales yogurt jugo leche cafe te fruta pan mantequilla mermelada queso jamon,2018,4,0
544,sorprendieron mojitos deliciosos buen mezcal bar,2018,4,1
545,necesario desayuno si mal resto bien terraza lindisima,2017,4,1
546,experiencia increible maravilloso lugar,2020,4,1
547,servicio excelente instalaciones buen ubicación lugar ideal turistas,2018,4,1
548,Lugar bonito música agradable vivo manuelvis Trevelin band,2018,4,1
549,Buen hotel ubicación estupenda si vas conocer cdmx limpio personal amigable así facil,2018,4,1
550,Excelente lugar pasar nocheo varias noches Buen precio inmejorable ubicacion Viene gente toooodo mundo así ambiente internacional terraza animada,2017,4,1
551,gusta almorzar ahí solo escasea cafe demás buen sabor mezcal buenisimo,2018,4,1
552,perfecta falta fresca aire acondicionado,2020,4,1
553,buen servicio buen ubicado lugar gusto estadía,2018,4,1
554,Excelente lugar ubicación embargo avenida concurrida si problemas dormir quizá mejor opción,2018,4,1
555,Excelente ubicación bar bueno,2018,4,1
556,Bonito lugar vista Tardan atenderte,2018,4,1
557,Excelente puede fumar marihuana baño 👍,2019,4,1
558,Excelente lugar Buen ambiente dentro si piensas alojarte mejor terraza vista Catedral,2018,4,1
559,Excelente música buen trato staff claro mejores vistas ciudad,2018,4,1
560,viejo falta remodelación  precio bien personal recepción mal encarado parece hacen favor  excepto mañana chavo pelo largo ahí mala actitud  terraza atendió chava excelenteeeeee,2018,4,0
561,Excelente ubicación buen servicio vista terraza genial,2016,4,1
562,regaderas sucias almohadas grises,2018,4,0
563,perfecto lugar socializar pasar tiempo amigos mientras plática bebe servicio agradable gente comulga bastante interesante,2017,4,1
564,buen potencial ubicación ña gente amable embargo disco rooftop gancho escogerlo remodelación Espero lista darle  puntos Trae desayuno gratis,2017,4,0
565,mejor lugar pasar tarde domingo Música techno bebidas buen precio excelente ambiente,2018,4,1
566,cómodo terrazas inmejorables bar caro Podrian mejorar desayunos,2018,4,1
567,mala atención además ser sucio baño colapsado camas incómodas ubicación mejor resto desastre,2018,4,0
568,excelente lugar quedarse terraza vista increíble personal agradable,2017,4,1
569,Agusto pasar par noches,2018,4,1
570,Aunque instalaciones promedio potencial brindar servicio único servicios anexos tales desayuno tipo buffet servicio bicicletas bar terraza restaurante Xolo Sin…,2018,4,0
571,terraza extraordinaria tomar copa relajarse viendo calles contiguas bonita,2017,4,1
572,genial excepción recepcionista descortés,2020,4,1
573,Mala organización más hostel pérdida tiempo distante debe ser Espacios compartidos mínimos mala señal wifi,2018,4,0
574,Buen lugar hospedarte simplemente comer,2018,4,1
575,atención deficiente recepción,2018,4,0
576,excelente lugar albergar df personal amable amigable brinda buen trato cliente ubicación perfecta conocer centro ciudad bajo costo noche áreas de…,2017,4,0
577,Bonito lugarel bar increible vista centro historico,2018,4,1
578,corazon centro historio Ubicacion insuperable habiataciones no compartidas pequeñas limpieza deja desear personal mayoria jovenes interes resolver los…,2018,4,0
579,quedé cuarto  camas chicas vista hacia catedral vista excelente primer día sola habitación camas todas enchufe básico cargar cel lámpara necesario lo…,2018,4,1
580,agradable lugar,2018,4,1
581,Espacio suficiente comodo bien ubicadoaunq problema agua caliente porlo demas bien,2018,4,1
582,Ayer llevé peor experiencia lugar gustaban ir hace años aún terraza Dos amigos hospedados ustedes pagamos brazalete subir terraza después cenar fuera al…,2018,4,0
583,agusto vdd si volveria ir,2020,4,1
584,buen servicio,2019,4,1
585,Super centrico comodo dasyuno super rico felixibilidad horario Excelente hecho vez quedado ahi volví vez,2018,4,1
586,excelente opción céntrico limpio eventos terraza fin semana geniales recomiedo,2018,4,1
587,Excelente lugar hospedarje unaiy buena ubicación super vista trato excelente,2018,4,1
588,años encantado todo servicio personal excelente Solo tres observaciones estadía pésima actitud recepcionista cabello largo actitud prepotente cero servicio cliente el…,2018,4,0
589,ubicacion excelente proposito visitaba CDMX bien solo existe muchisimo ruido escucha cuartos servicio super bien gente joven atendiendo,2018,4,0
590,buen ambiente sentí comoda,2019,4,1
591,dije facebook agradó idea cambiaran desayuno Espero próxima visita pueda ver nuevo chilaquiles como antes desayuno quieren implementar chido desayunar sólo jugo y…,2018,4,0
592,Barato bien ubicado Desayuno regular,2019,4,1
593,ubicación buena atiende recepción trata pésimo respeta reservaciones realizadas Internet da quiere grocero malinchista dieron tarjeta acceso pulcra papel la…,2018,4,0
594,Súper buen ambiente terraza 👌 buena administración excelente seguridad,2018,4,1
595,cerca zocalo locacion buena unico malo veo ruidoso pasaba dia caminando  iyendo tours regresaba queria descansar dormir podia hospedada to…,2018,4,0
596,resumen trata buen lugar personal servicio impresionantemente displicente amable hora relacionarse huéspedes bueno  buena ubicación  piezas cómodas aunque AC…,2018,4,0
597,Bonito lugar exelente ubicación maravillosa vista,2019,4,1
598,lugar mejor ubicación equipo amable servicio instalaciones buenos asistido  ocasiones volveré pronto,2019,4,1
599,encuentra lugar céntrico atrás catedral metropolitana,2019,4,0
600,buen quedarse días CDMX ubicación buena si quieres conocer sitios cerca centro histórico además cerca estación metro buen ambiente terraza magnífica como…,2018,4,1
601,terraza hermosa música lounge vista hermosa catedral torre latino servicio excelente atmósfera hace pensar CDMX,2018,4,1
602,servicio amable aunque terraza lugar vale completamente pena vista increíble carta tragos variada,2017,4,1
603,Reservamos b baño privado terraza da excelente privilegiada vista zócalo,2017,4,1
604,Gran lugar recomendadisimo,2019,4,1
605,buena ubicacion buena atencion empleados atentos,2018,4,1
606,Buenos precios práctico viajeros mochila hombro,2018,4,0
607,Alojamiento excelente ubicación buen precio,2020,4,1
608,Super bien Céntrico además incluyen alimentos Solo super pequeñitas Si vas solo dormir bien,2017,4,1
609,clave faltaba completar viaje barato todas comodidades centro hicimos reservaciones emergencia esperábamos excelente ubicación cuartos seguros terraza preciosa hubo…,2018,4,1
610,cercano centro histórico cómodas regadera si presión agua único recomendaría seria incluyeran desayuno café cambien toallas super delgaditas general buen lugar hospedarse si recomendado,2018,4,1
611,Terra Catedral lugar vista impresionante noche disfrutas buena música jazz techno ciertos eventos,2017,4,1
612,mesero distraido habia buena comida,2018,4,0
613,remodelación así tocó mejor cara aunque agradable llegar precio accesible,2019,4,1
614,restarant excelente atencion servicio alimentos precio razonable,2018,4,1
615,vista tan buena comida rica lugar bohemio encanta hostales,2014,4,1
616,bien estadía centrico frente zocalo,2018,4,1
617,excelente ubicación agradable,2020,4,1
618,bueno  terraza  ambiente  ubicación  malo  check in tarde pm check out temprano,2017,4,1
619,cara comida cervezas lugar simpatico,2018,4,0
620,buena opción quedarse ciudad,2018,4,1
621,Divertido puedes dejar bicicleta segura dj,2019,4,1
622,gracias gracias grupo sordos agradable molesta porqe desayunar pasado años comer desayunar ahoras cambio ok,2018,4,1
623,linda experiencia personal amable buena ubicacion solo falta ventilacion cuartos ventanas dan area techada ventilacion asi aire vicia demas excelente D,2018,4,1
624,bien pasar noche tener lugar céntrico,2018,4,1
625,ruido tuberías baños expuestas baños sucios caro ofrecen,2019,4,0
626,Excelente servicio ubicación precios wifi desayuno incluído terraza bar da plus hostales,2018,4,1
627,grandes pros contras Pros El chico recepción mañana antendió bien El oficial guardia super amable La encanto locker adentro parece genial uso tarjetas accesar Contra…,2018,4,1
628,estadía México hospedé dos veces acá primera estadía  días cuales  pudimos dormir casi ruido hostel respeta horario descanso terraza funciona bar…,2018,4,0
629,buena ubicación ambiente Recomendable si viajas amigos desayuno bien,2017,4,1
630,Excelente bien gracias,2017,4,1
631,limpio excelente servicio,2019,4,1
632,verdad desayuno bueno atencion empleados comodas Ensima terraza espacio eventos pasan buena musica gente agradable,2017,4,1
633,Comida regular servicio lento pesado aunque gente amable,2018,4,0
634,buen ambiente estan ahi chico restaurante cortante usuarios,2017,4,1
635,buena ubicacion centro historico buen precio instalaciones servicio parte empleados genial unico detalle centro historico empieza escuchar ruido temprano,2017,4,1
636,ruidoso noche puede ir descansar,2020,4,0
637,ser primer viaje solo mas imagine ubicación calidez personal dan ganas querer irte espero volver futuro lejano,2019,4,1
638,peor alojado viajando mes México lejos peor Sábanas sucias gastadas pésimo internet sólo puedes conectar aparato electrónico internet desayuno variado malo sólo lavadora funciona ambiente ruidoso dentro hostel Malísima relación preciocalidad,2017,4,0
639,buen lugar hospedarte,2019,4,1
640,pareció bien ubicado atencion buena,2018,4,1
641,pareció agradable lugar único pareció limitan internet solo ocaciones funciona,2017,4,1
642,bien solo pagamos importe unas toallas dieron ningun papel momento entregar toallas piden papel según dado regresarían dinero molestaron buscar solución simplemente regresaron importe,2018,4,0
643,Comodo agradable seguro centrico,2018,4,1
644,Agradable lugar,2018,4,1
645,Buena opción visitar centro histórico,2018,4,1
646,Excelente agusto recomendado,2020,4,1
647,Buenas habitaciones buenas fiestas precio excelente funcionarios simpaticos,2018,4,1
648,buena zona,2018,4,0
649,Ubicacion perfecta Terraza buena,2018,4,1
650,ubicación excelente seguridad tranquilidad amabilidad personal,2019,4,1
651,demasiado pequeñas cocina siempre cerrada agua ducha salió fría siempre único bueno ubicación terraza,2019,4,0
652,Excelente lugar quedarse llega extranjero amables bien ubicado bar terraza bien acondicionado,2017,4,1
653,mejor puede DF gente staff dispuesta ayudarte limpias ordenadas económico desayuno buffet,2017,4,1
654,lugar bonito día visite parecer cupo hizo relajo puerta dejaban salir seguridad acabo cerveza  PM Necesitan organización,2018,4,1
655,Lugar inmejorable mero Zócalo ambiente internaciona personal agradable vista linda terraza techo cocina grande cómoda zona computadoras utilices…,2017,4,1
656,Excelente ubicación seguridad huéspedes Limpio excelente vista,2017,4,1
657,aseo general malo baño sucio eventos bar agradables generan ruido,2019,4,0
658,Ambiente relajado multinacional precios asequibles,2019,4,1
659,Relacionado precio Buen desayuno,2019,4,1
660,encantó todo servicio lugar desayuno Excelente,2017,4,1
661,gran lugar caro lindo,2017,4,1
662,Únicamente terraza fiestas veces hacen ponen divertidas DJs general buenos bebidas caras,2019,4,1
663,buena atencion comodas habitaciones amabilidad atentos todo,2018,4,1
664,Lugar agradable buen precio,2019,4,1
665,excelente servicio comida mejor calidad😋,2019,4,1
666,terraza da buena vista ciudad buen setlist,2017,4,1
667,terraza vista hermosa bebidas bien preparadas buen servicio,2018,4,1
668,centrico ruidoso puede acceder azotea bar nesesidad ser huesped servicio regular calidad,2017,4,0
669,Excelente servicio,2019,4,1
670,Exelente lugar hospedarte si vienes conocer CDMX convivir gente fuera Cuenta terraza increíble vista zócalo podrás disfrutar tragos ver excelentes atardeceres ,2017,4,1
671,Resalto buena ubicación hostel demasiado sucio baño  noches estadio mal olor regular gerente negligente,2019,4,0
672,Lindo lugar aunque lugar bastante estricto formas atender lugar,2019,4,1
673,buena atención servicio,2017,4,1
674,Excelente lugar precios tan económicos vale pena atención calidad general servicio,2017,4,1
675,Increíble locación atención personal,2019,4,1
676,Siempre gusto enorme volver hospedarme ustedes,2019,4,1
677,Bien ubicado,2019,4,0
678,Excelente lugar staff motivado darte mejor experiencia,2017,4,1
679,buen ambiente buen servicio sólo falta variedad menú,2019,4,1
680,excelente lugar limpio,2017,4,1
681,lugar descansar centro capital,2017,4,1
682,bien,2019,4,1
683,terraza buenísima,2020,4,1
684,lugar queda lado Zocalo lugar solo descansar puede compartir personas países terraza bar u encuentra diferentes tipos bebidas,2018,4,1
685,buen ambiente,2018,4,1
686,bar terraza cool,2020,4,1
687,PESIIIIIIIIMO SERVICIO MIERDA ROBOOOO TOTAL,2017,4,0
688,Buen café Lástima puedas tomar chela consumir alimentos,2017,4,1
689,Buena ubicación único inconveniente reunión fines semana mucha bulla,2020,4,0
690,lugar genial,2019,4,1
691,Hey come rico relaja bastante padre hecho concoes muchas personas vienen todas partes así siempre platicar,2014,4,1
692,bien  buena ubicación buen ambiente bar buena música,2018,4,1
693,mucha gente amable platicar personal igualmente amable,2017,4,1
694,Cerca zócalo ciudad México lugar comer decente disfrutar cerveza,2017,4,1
695,Buena ubicación precio,2018,4,1
696,excelentes precios ubicación inmejorable incluyen desayune parece buena ventaja opciones parece podrían cuidar higiene creo poca comunicación personal puede ser incómodo huéspedes,2019,4,0
697,bien ubicadoambiente bohemio buenas instalaciones,2018,4,1
698,comida Xoloescuincle malísima  productos frescos sazón  mal,2017,4,0
699,Quinto año consecutivo hospedo ellos bien,2019,4,1
700,Buen lugar hospedarse comer buen precio forzosa reservacion,2017,4,1
701,buen lugar cómodo agradable pasar excelente noche tarde,2017,4,1
702,Super cómodo super agradable mejor opción,2018,4,1
703,lugar limpio siempre agua caliente puedes conocer muchas personas interesantes,2017,4,1
704,mejor terraza bar buena música vista Zócalo 🤙😍👌👌👌,2019,4,1
705,agradable experiencia primera vez,2018,4,1
706,buena ubicación pleno centro terraza hermosa vista,2018,4,1
707,Buen lugar hospedarse único inconveniente baño compartido,2018,4,1
708,Acabo llamar teléfono asco personas atienden si debieras vida sé gente ocupada pueden tratar posibles clientes actitud NUNCA JAMÁS,2018,4,0
709,mal servicio pasan mensajes comunicación telefónica habitaciones Pésimo caso emergencia hablar alguién ahí hospedado manera fué caso Aparte recepcionista Ivan burlón deben dar buen servicio así Hostalcomo dice el,2015,4,0
710,práctico bien ubicado,2020,4,1
711,cómodo céntrico seguro,2019,4,1
712,Buen servicio còmodas,2019,4,1
713,gran lugar gusto internet malo lento gusto bastante ambiente atencion personas trabajan,2018,4,1
714,Sucio jabón Pésimo desayuno Horrible,2019,4,0
715,Exelente ubicacion personal hamable,2017,4,1
716,Excelented mezcales buen ambiente centrico,2017,4,1
717,único molestó sonido producen tuberías agua dentro muros noche molesto,2019,4,1
718,general bien malo cobija dan guele horines baño jabon labarse manos terraza obligan aa consumir puedes llevar cafe ahi excelete estaff ameno gente cool vista increible zocalo bn general,2014,4,1
719,gerente José Luis Super amable,2018,4,1
720,Desafortunadamente tocó hacia calor baño habia cucarachas cama restos cucaracha cabello otroslas camas viejas sábanas rotas toallas jabón definitiva gustó,2019,4,0
721,Cuartos pequeños predio adecuado,2020,4,0
722,buena ubicación establecimiento alimentos cpstado bueno Lugar recomendable,2017,4,1
723,restaurant cafeteria buen servicio,2017,4,1
724,encontrado sabanas sucias pelos olor sucio almohada tirar insatisfecha tema limpieza lado luz ducha funciona duchado oscuras ruido compañeras respetaron horarios descanso,2019,4,0
725,Excelente sevicio,2019,4,1
726,quedamos satisfechos,2020,4,1
727,Siempre estancia placentera,2019,4,1
728,buena opción,2019,4,1
729,Terrible lugar nunca vida regresaría sucia muchas mejores opciones hospedarse centro CDMX,2018,4,0
730,Buena ubicación,2019,4,1
731,lugar tranquilo céntrico excelente,2017,4,1
732,Mal servicio personal limpian habitación disposición,2020,4,0
733,Excelente servicio,2019,4,1
734,Buena ubicación Zócalo excelente ambiente huéspedes,2018,4,1
735,Solo cotizar vuelo agencia planta baja buen servicio desperdician muchas hojas,2019,4,1
736,cómodo económico delicioso gran atención,2020,4,1
737,lugar bueno platicar,2018,4,1
738,viaje estudiantes bajo presupuesto excelente,2018,4,1
739,sucio  ambiente juvenil personal malo  recomiendo ,2018,4,0
740,LUGAR BIEN UBICADO ENCANTA LUGAR CREO ULTIMA VEZ SI FALTO LIMPIEZA INSTALACIONES GRAL PISO VEÍA EMBARRADO BAÑOS RECEPCIÓN FUNCIONAR SUCIOS,2018,4,1
741,Buen ambiente juvenil,2017,4,1
742,Terrible  mejores opciones centro histórico,2019,4,0
743,pequeñas incómodas buen costobeneficio Limpieza bastante mejorable encargados amables volveria duda mejores opciones CdMx,2018,4,0
744,Hermosocéntrico ambiente genialame terraza vista increible,2018,4,1
745,atentos servicio rápido tramitaron ISIC minutos,2017,4,1
746,sentí gusto estadía gracias personal Hostel limpieza terraza puedes compartir nuevos amigos sugerencia todas deberían tener aire acondicionado,2018,4,1
747,caro,2017,4,1
748,Excelente lugar agradable gerente super amable,2018,4,1
749,bueno hace trampa turistas bien,2019,4,1
750,bien ubicado cerca zócalo económico bien servicio excelente,2017,4,1
751,gente joven,2019,4,1
752,Excelente ubicación cerca diversas atracciónes,2019,4,1
753,buena vista buenos precios ubicación encuentra,2018,4,1
754,vista Adentro puede dormir cosas averiadas,2019,4,0
755,Buen lugar aunque hacia bastante frio Unico calentador suficiente,2017,4,1
756,terraza buena vista,2019,4,0
757,accesible buen ambiente estancia,2018,4,1
758,buena hubicacion cerca zócalo bellas artes desayuno económico bueno,2017,4,1
759,ve bueno ambiente buena comida,2017,4,1
760,vista instalaciones geniales trato personal recepcionistas MAL si extranjero buena atención,2018,4,1
761,limpio cercano buena atencion,2018,4,1
762,tema baños complicado dentro habitación intimidad retiro enfermedad percance personal agradables resto si atentos ubicación inmejorable,2019,4,1
763,Buen servicio instalaciones excelente ubicación precios realmente accesibles,2016,4,1
764,personal simpático gran ayuda limpias localización excelente,2017,4,1
765,Genial buen lugar exelente servicio,2018,4,1
766,staff amable elevador descompuesto comida buena,2017,4,1
767,años anteriores mejor atención limpieza última vez siquiera toallas dieron bañarnos bajé unas tenían Tampoco dieron información adecuada trámite reservar grupos,2018,4,0
768,Si visitas ciudad México amigos quieres conocer gente países lugar ideal ti servicios tours medio día días completos ubicación inmejorable justamente lado catedral embargo servicio recepción pésimo wifi nunca funcionó ,2016,4,0
769,extranjero experiencia buena si dispuesto ser social camas mejor calidad,2017,4,1
770,Buen trato excelente ubicación,2019,4,1
771,Excelente servicio,2019,4,1
772,pequeño buen servicio Mundo Joven,2019,4,0
773,Serca bellas artes Garibaldi buen servicio,2017,4,1
774,bonito chido,2019,4,1
775,bien,2019,4,1
776,encantó hostal ubicación perfecta conocer corazón ciudad México,2018,4,1
777,sucio,2019,4,0
778,sigue calidad primera vez fui,2019,4,1
779,lindo serviciales buen ambiente,2018,4,1
780,INOLVIDABLE VISTA ATENCIÓN BAR,2017,4,1
781,Pésima seguridad privada sacaron celular cuarto,2018,4,0
782,lugar buena relación precio  calidad aunque podrían mejorar variedad alimentos servicio limpieza mejor ubicación,2018,4,0
783,Atención indiferente desorganizacion asignación camas to piso escucha música terraza,2018,4,0
784,ambiente genial conoces personas mundo seguro lugar totalmente recomendado,2015,4,1
785,dejan dormir descanso disco encuentra azotea música  mañana,2019,4,0
786,Céntrico buen paso podría mejorar,2019,4,1
787,comida rica precios accesibles,2018,4,1
788,bonitas cómodas imstalaciones,2019,4,1
789,ubicación accesible pleno corazón CDMX,2018,4,1
790,Excelente atención,2018,4,1
791,Buena ubicación mal servicio,2020,4,0
792,bien ubicado trabajan ahi mal educados tratan mal clientes importa si cliente va creen clientes pueden dar lujo tratar mal gente siquiera ven ojos atienden,2017,4,0
793,Divertido,2020,4,1
794,personas personal pueden ser rudas lugar bien,2018,4,0
795,Excelente lugar bonito cerca zócalo,2017,4,1
796,Bien general padre lugar mal organizado dieron q ocupada relajo,2018,4,0
797,mejores hostales CDMX,2019,4,1
798,Exelente ubicación,2018,4,1
799,Excelente ambiente terraza encantó,2018,4,1
800,mala atención mala limpieza bueno ubicación desayuno incluído lo básico suficiente iniciar día,2018,4,0
801,Excelente lugar convivir,2018,4,1
802,máximo Agencias Turismo mejor,2020,4,1
803,agradable terraza hostal bebidas buen precio música resultó agradable,2017,4,1
804,Excelente ubicación precios accesibles,2019,4,1
805,buena atencion excelentes ,2018,4,1
806,servicio bueno comida rica horario amplio,2017,4,1
807,gusta,2020,4,1
808,encanta ubicación,2020,4,1
809,Excelente lugar,2018,4,1
810,buen lugar ir paso quedarte varios días  recomendable groseros seguridad,2019,4,0
811,Bueno bonito barato,2020,4,1
812,cómodo excelente servicio,2019,4,1
813,original comodo,2019,4,1
814,lugar estratégico todo literalmente cerca instalaciones primera bajo costo,2018,4,1
815,Increíble lugar hospedarte dinero cuenta servicio restaurante terraza fines semana,2017,4,1
816,Económico céntrico,2020,4,1
817,Excelente ubicación,2020,4,1
818,Bien hostal zócalo México,2020,4,1
819,mejores hostales ciudad ubicación mejor,2020,4,1
820,tranquilo,2018,4,1
821,Lugar alegre terraza,2019,4,0
822,Ubicacion,2020,4,1
823,lugar agradable céntrico limpio buen trato,2018,4,1
824,ubicación bastante buena inmueble servicio pasable,2018,4,0
825,Estupenda terraza,2018,4,1
826,tan chido,2018,4,0
827,vista increíble terraza,2018,4,1
828,Fabuloso,2020,4,1
829,ahora mejor ido,2019,4,1
830,Exelente servicio,2018,4,1
831,Aunque precio elevado buena opción,2018,4,1
832,Agradable lugar,2018,4,1
833,Excelente servicio,2018,4,1
834,Buen ambiente,2018,4,1
835,Buena ubicación buen desayuno,2019,4,1
836,Malisimo,2020,4,0
837,accesible,2018,4,1
838,Bonito lugar,2019,4,1
839,buena experiencia,2019,4,1
840,Trato impersonal,2020,4,0
841,Bien ubicado buenas fiestas falta todavía ser mejor,2018,4,0
842,Lugar mochileros precios económicos Comida servicios restaurantes,2019,4,1
843,Buena ubicación bueno lugar,2018,4,1
844,Excelente lugar centro CDMX,2018,4,1
845,u terraza super padre,2018,4,1
846,terraza vista Zocalo dónde puede disfrutar eventos ahí organizados,2017,4,1
847,Si quieren dormir queden aquítienen bar terraza deja dormir,2019,4,0
848,Buen lugar reunirte platicar amigos pareja,2018,4,1
849,Simple,2020,4,0
850,Lugar paso completo,2020,4,1
851,Regular,2020,4,0
852,precio ubicacion,2020,4,0
853,Mal,2019,4,0
854,encanto,2019,4,1
855,Alojamiento comida ubicación excelentes,2019,4,1
856,☆☆☆☆☆,2019,4,1
857,Cerca sitios bonitos turísticos,2019,4,1
858,Mal mantenimiento,2019,4,0
859,muchas gracias regresare,2019,4,1
860,Excelente ambiente,2018,4,1
861,Perfecto,2019,4,1
862,acabó chela rápido,2018,4,0
863,terraza bonita vista buena,2017,4,1
864,Buen servicio,2018,4,1
865,Bastante bien,2018,4,1
866,mal solo nueva ubicación,2019,4,0
867,Bueno bonito barato,2019,4,1
868,terraza genial,2019,4,1
869,bien,2019,4,0
870,encantó,2019,4,0
871,excelente conocí extranjeros,2019,4,1
872,Excelente terraza,2018,4,1
873,Hospedaje,2019,4,1
874,Económico agradable centrico,2019,4,1
875,Gente lados,2019,4,1
876,lugar céntrico cómodo limpio,2019,4,1
877,Mal cafe,2019,4,1
878,Ups Caro bastante aburrido,2019,4,0
879,Buena opción recomiendo,2014,4,1
880,Bueno si quieres sólo llegar dormir,2019,4,1
881,lugar quedarme CDMX ,2019,4,1
882,Excelente,2019,4,1
883,Bien ubicado buen servicio,2019,4,1
884,Reducir ruido huéspedes noches,2019,4,0
885,Excelente mejor ambiente,2018,4,1
886,servicio bueno rápido,2019,4,1
887,encanta terraza,2018,4,1
888,Buen servicio mal organizado,2019,4,1
889,Económico,2018,4,0
890,claustrofóbicas desayuno mediocre,2018,4,0
891,WiFi lento,2018,4,1
892,Sucio,2018,4,0
893,Mejor lugar quedarse CDMX,2018,4,1
894,Magnífica vista,2018,4,1
895,Solo dormir,2018,4,0
896,mejores opciones zócalo capitalino,2018,4,1
897,bueno aunque literas duermes incomodas mueven cualquier movimiento,2018,4,0
898,Mala atención lugar sucio problemas seguridad,2018,4,0
899,gustó económico céntrico,2018,4,1
900,ambiente cool,2018,4,1
901,Buen ambiente terraza,2018,4,1
902,encantó vista ambiente Bebidas baratas terraza,2018,4,1
903,difícil dormir ruido,2018,4,1
904,agradable cerca lugares,2018,4,1
905,bueno servicio lavandería malo,2018,4,1
906,bonito,2018,4,1
907,Solo área mejorar cobija rasposa demás bien ,2018,4,1
908,baños siempre limpios esperar tiempo limpien,2018,4,1
909,Excelente,2018,4,1
910,Linda opción Df,2018,4,0
911,costo elevado tipo,2018,4,0
912,increíble lugar,2018,4,1
913,Increíble Terraza Catedral,2018,4,1
914,Increíble económicas,2018,4,1
915,Casa Disco,2018,4,1
916,Gracias,2018,4,1
917,Siempre excelente lugar,2018,4,1
918,Bonito barato limpio,2018,4,1
919,mejor categoria,2018,4,1
920,Bueno,2018,4,1
921,Buen ambiente cover,2018,4,1
922,servicio nefasto,2018,4,0
923,Excelente lugar conocer gente nueva,2017,4,1
924,sabor bastante bueno venden caguamas ,2018,4,1
925,Accesible,2018,4,1
926,gustó terraza,2018,4,1
927,siempre limpio agradable,2018,4,1
928,ambiente trato instalaciones maravillosas ubicación perfecta,2018,4,1
929,encantó ,2018,4,1
